location,time,plot,treatment,meters,position,horizontal,x,y,z
south,t1,32,Mu,9.23,p,5,145482.251,583670.527,-0.286
south,t1,32,Mu,9.55,q,1,145499.684,583678.06,-0.327
south,t1,32,Mu,9.55,q,2,145492.643,583675.234,-0.325
south,t1,32,Mu,9.55,q,3,145485.849,583672.468,-0.293
south,t1,32,Mu,9.55,q,4,145482.04,583671.016,-0.309
south,t1,32,Mu,10.45,r,1,145499.385,583678.626,-0.336
south,t1,32,Mu,10.45,r,6,145482.164,583672.133,-0.294
south,t1,32,Mu,10.45,s,6,145481.945,583673.146,-0.316
south,t1,32,Mu,10.45,s,1,145499.076,583679.527,-0.341
south,t1,32,Mu,11.55,t,1,145498.264,583681.211,-0.312
south,t1,32,Mu,11.55,t,2,145494.859,583679.837,-0.314
south,t1,32,Mu,11.55,t,3,145490.286,583678.155,-0.286
south,t1,32,Mu,11.55,t,4,145484.373,583675.662,-0.29
south,t1,32,Mu,11.55,t,5,145480.72,583674.168,-0.314
south,t1,32,Mu,13.2,u,1,145497.02,583682.715,-0.325
south,t1,32,Mu,13.2,u,2,145494.024,583681.764,-0.323
south,t1,32,Mu,13.2,u,3,145489.35,583679.835,-0.291
south,t1,32,Mu,13.2,u,4,145483.957,583677.658,-0.284
south,t1,32,Mu,13.2,u,5,145479.917,583675.967,-0.271
south,t1,32,Mu,14.05,w,1,145496.645,583684.778,-0.337
south,t1,32,Mu,14.05,w,2,145493.264,583683.386,-0.326
south,t1,32,Mu,14.05,w,3,145488.736,583681.57,-0.31
south,t1,32,Mu,14.05,w,4,145483.126,583678.84,-0.318
south,t1,32,Mu,14.05,w,5,145479.742,583677.367,-0.339
south,t1,32,Mu,15,x,1,145496.368,583686.314,-0.339
south,t1,32,Mu,15,x,2,145492.587,583684.774,-0.338
south,t1,32,Mu,15,x,3,145488.101,583682.82,-0.339
south,t1,32,Mu,15,x,4,145482.32,583680.888,-0.322
south,t1,32,Mu,15,x,5,145478.747,583679.556,-0.343
south,t1,32,Mu,20,ac,1,145494.824,583690.718,-0.329
south,t1,32,Mu,20,ac,2,145491.007,583689.296,-0.326
south,t1,32,Mu,20,ac,3,145487.049,583687.359,-0.317
south,t1,32,Mu,20,ac,4,145481.163,583684.72,-0.32
south,t1,32,Mu,20,ac,5,145477.506,583683.711,-0.307
south,t1,32,Mu,30,ad,1,145490.321,583701.468,-0.305
south,t1,32,Mu,30,ad,2,145486.02,583699.556,-0.319
south,t1,32,Mu,30,ad,3,145480.902,583697.328,-0.354
south,t1,32,Mu,30,ad,4,145476.165,583695.584,-0.33
south,t1,32,Mu,30,ad,5,145472.777,583694.338,-0.33
south,t1,32,Mu,40,ae,1,145486.015,583712.159,-0.317
south,t1,32,Mu,40,ae,2,145482.079,583710.618,-0.312
south,t1,32,Mu,40,ae,3,145477.854,583708.776,-0.309
south,t1,32,Mu,40,ae,4,145472.489,583706.464,-0.317
south,t1,32,Mu,40,ae,5,145468.684,583704.988,-0.33
south,t1,32,Mu,50,af,1,145481.223,583722.73,-0.289
south,t1,32,Mu,50,af,2,145477.942,583721.089,-0.277
south,t1,32,Mu,50,af,3,145472.902,583719.06,-0.294
south,t1,32,Mu,50,af,4,145467.619,583716.845,-0.307
south,t1,32,Mu,50,af,5,145464.109,583715.469,-0.334
south,t1,32,Mu,60,ag,1,145478.388,583731.92,-0.282
south,t1,32,Mu,60,ag,2,145474.193,583729.806,-0.254
south,t1,32,Mu,60,ag,3,145469.695,583727.862,-0.282
south,t1,32,Mu,60,ag,4,145464.432,583725.846,-0.286
south,t1,32,Mu,60,ag,5,145460.928,583724.522,-0.293
south,t1,32,Mu,70,ah,1,145475.461,583743.338,-0.263
south,t1,32,Mu,70,ah,2,145470.609,583741.671,-0.264
south,t1,32,Mu,70,ah,3,145463.908,583739.09,-0.256
south,t1,32,Mu,70,ah,4,145459.399,583736.69,-0.244
south,t1,32,Mu,70,ah,5,145456.514,583735.836,-0.262
south,t1,32,Mu,80,ai,1,145472.265,583753.759,-0.299
south,t1,32,Mu,80,ai,2,145469.019,583752.295,-0.263
south,t1,32,Mu,80,ai,3,145461.605,583748.07,-0.27
south,t1,32,Mu,80,ai,4,145456.014,583745.609,-0.264
south,t1,32,Mu,80,ai,5,145452.607,583744.095,-0.252
south,t1,32,Mu,90,aj,1,145463.221,583759.766,-0.253
south,t1,32,Mu,90,aj,2,145460.178,583758.373,-0.248
south,t1,32,Mu,90,aj,3,145456.197,583757.298,-0.244
south,t1,32,Mu,90,aj,4,145450.833,583755.146,-0.254
south,t1,32,Mu,90,aj,5,145447.372,583753.805,-0.274
south,t1,32,Mu,100,ak,1,145461.36,583768.058,-0.231
south,t1,32,Mu,100,ak,2,145456.953,583765.499,-0.232
south,t1,32,Mu,100,ak,3,145451.721,583763.655,-0.216
south,t1,32,Mu,100,ak,4,145447,583761.328,-0.234
south,t1,32,Mu,100,ak,5,145443.884,583760.047,-0.221
